,Unnamed: 0,Unnamed: 0.1,Localisation,Emplacement,name,date,Nombre de chambres,Prix par nuit,Nombre de voyageurs,Nombre de lits,Nombre de salles de bains,Localisation2,Vue sur le jardin_True,Vue sur la vallée_True,Vue sur la montagne_True,Baignoire_True,Sèche-cheveux_True,Bidet_True,Eau chaude_True,Lave-linge_True,Equipements de base_True,Cintres_True,Draps_True,Oreillers_True,Fer à repasser_True,Armoire_True,TV_True,Livres_True,Ventilateurs_True,Chauffage_True,Wifi_True,Cuisine_True,Four_True,Vaisselle et couverts_True,Jardin privé_True,Garage résidentiel_True,Parking gratuit_True,Ascenseur_True,Climatisation_True,Piscine_True,Vue sur le lac_True,Vue sur la baie_True,Saison,Score,Score1,Score2,Logement codé
0,0,0,"Perledo, Lombarofa, Italie","Emplacement4,6",Chambre privée dans : logement ⸱ Chez Matteo,17 juin 2022 - 19 juin 2022,1.0,27.0,1.0,1.0,1.0,perledo,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0.0,-0.037922890743022,-0.2815730808570904,-0.7216937737979147,2.0
1,1,1,"Abbaofa Lariana, Lombarofa, Italie","Emplacement4,8",Logement entier : appartement en résidence ⸱ Chez Irene,24 juin 2022 - 26 juin 2022,1.0,90.0,4.0,4.0,1.0,abbaofa lariana,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0.0,0.3556931141733805,0.2400403892050662,-0.0965741889292448,4.0
2,2,2,"Tremezzo, Lombarofa, Italie","Emplacement4,6",Logement entier : logement ⸱ Chez Alex,17 juin 2022 - 19 juin 2022,1.0,50.0,2.0,1.0,1.0,tremezzo,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0.3265797814776009,0.0963833302735451,-0.0385753497873155,5.0
3,3,3,"Moltrasio, Lombarofa, Italie","Emplacement4,7",Logement entier : appartement ⸱ Chez Riccardo,24 juin 2022 - 26 juin 2022,1.0,190.0,4.0,2.0,1.0,moltrasio,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0.0,0.7516125727642122,0.599921558155447,0.6382474176329473,4.0
4,4,4,"Vercana, Lombarofa, Italie","Emplacement4,7",Logement entier : appartement ⸱ Chez Roberto,10 juin 2022 - 12 juin 2022,1.0,85.0,4.0,2.0,1.0,vercana,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0.0,0.074935542787435,-0.2522718927850195,-0.6100286576898919,4.0
5,5,5,"Côme, Lombarofa, Italie",empty,Logement entier : appartement en résidence ⸱ Chez Vale E Mario,17 juin 2022 - 19 juin 2022,1.0,110.0,4.0,2.0,1.0,côme,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0.8659905893408593,0.6803338171262701,0.8659905893408593,4.0
6,6,7,"Lenno, Lombarofa, Italie",empty,Logement entier : appartement ⸱ Chez Veaceslav,10 juin 2022 - 12 juin 2022,1.0,95.0,2.0,1.0,1.0,lenno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.633889004842842,0.4206443914081145,0.3045333962509565,4.0
7,7,8,"Lezzeno, Lombarofa, Italie","Emplacement4,7",Logement entier : appartement ⸱ Chez Ilaria,24 juin 2022 - 26 juin 2022,1.0,80.0,2.0,1.0,1.0,lezzeno,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0.0,0.506530001165745,0.3577657426106119,0.2296803591609717,4.0
8,8,10,"Blevio, Lombarofa, Italie","Emplacement4,3",Logement entier : cottage ⸱ Chez Giada,10 juin 2022 - 12 juin 2022,1.0,120.0,2.0,1.0,1.0,blevio,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0.0,0.5398034801943268,0.2075663000484014,0.4693977522706991,5.0
9,9,11,"Lezzeno, Lombarofa, Italie","Emplacement4,8",Logement entier : appartement ⸱ Chez Ilaria,24 juin 2022 - 26 juin 2022,2.0,120.0,4.0,2.0,1.0,lezzeno,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0.506530001165745,0.3577657426106119,0.2296803591609717,4.0
10,10,12,"Ossuccio, Lombarofa, Italie","Emplacement4,8",Tiny house ⸱ Chez Natacha,10 juin 2022 - 12 juin 2022,1.0,145.0,2.0,1.0,1.0,ossuccio,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0.0,0.5827003527249442,0.3796585276298872,0.27005118804714,5.0
11,11,13,"Musso, Lombarofa, Italie","Emplacement5,0",Logement entier : appartement ⸱ Chez Riccardo,17 juin 2022 - 19 juin 2022,1.0,85.0,3.0,2.0,1.0,musso,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0.3510203928488895,0.2146135487424256,-0.2420583661009911,4.0
12,12,14,"Lezzeno, Lombarofa, Italie",empty,Chambre privée dans : chambre d'hôtes ⸱ Chez Elisa,17 juin 2022 - 19 juin 2022,1.0,40.0,2.0,1.0,1.0,lezzeno,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.506530001165745,0.3577657426106119,0.2296803591609717,1.0
13,13,15,"Pognana Lario, Lombarofa, Italie",empty,Logement entier : appartement en résidence ⸱ Chez Katharina,17 juin 2022 - 19 juin 2022,1.0,99.0,2.0,1.0,1.0,pognana lario,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0.2482455371882951,0.1197601126002089,0.0859543677372211,4.0
14,14,16,"Nesso, Lombarofa, Italie",empty,Logement entier : appartement ⸱ Chez Arianna,24 juin 2022 - 26 juin 2022,1.0,100.0,2.0,1.0,1.0,nesso,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.2988993276815751,0.1578016255820545,0.0685890651517421,4.0
15,15,17,"Domaso, Lombarofa, Italie","Emplacement5,0",Chambre dans auberge de jeunesse ⸱ Chez Fabio,3 juin 2022 - 5 juin 2022,1.0,28.0,1.0,6.0,1.0,domaso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.272667673488249,0.209454745731595,-0.3717237346263095,0.0
16,16,18,"Province of Como, Lombarofa, Italie","Emplacement4,7",Logement entier : appartement ⸱ Chez Carla,3 juin 2022 - 5 juin 2022,1.0,106.0,2.0,1.0,1.0,province of como,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0.1590633487858458,0.0218009913713971,-0.2806741213812186,4.0
17,17,20,"Domaso, Lombarofa, Italie","Emplacement5,0",Chambre dans auberge de jeunesse ⸱ Chez Fabio,17 juin 2022 - 19 juin 2022,1.0,28.0,1.0,6.0,1.0,domaso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.272667673488249,0.209454745731595,-0.3717237346263095,0.0
18,18,21,"Pognana Lario, Lombarofa, Italie",empty,Logement entier : logement de vacances ⸱ Chez Katharina,17 juin 2022 - 19 juin 2022,1.0,119.0,2.0,1.0,1.0,pognana lario,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0.0,0.2482455371882951,0.1197601126002089,0.0859543677372211,5.0
19,19,22,"Perledo, Lombarofa, Italie","Emplacement4,6",Logement entier : appartement en résidence ⸱ Chez Fabio,17 juin 2022 - 19 juin 2022,1.0,45.0,2.0,1.0,1.0,perledo,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,-0.037922890743022,-0.2815730808570904,-0.7216937737979147,4.0
20,20,23,"Dorio, Lombarofa, Italie",empty,Logement entier : appartement ⸱ Chez Iris - BELVILLA,17 juin 2022 - 19 juin 2022,0.0,76.0,3.0,2.0,1.0,dorio,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-0.0180674031631865,-0.1667366046840991,-0.7782106012538788,4.0
21,21,24,"Griante, Lombarofa, Italie","Emplacement4,8",Logement entier : appartement ⸱ Chez Anna,17 juin 2022 - 19 juin 2022,1.0,112.0,4.0,3.0,1.0,griante,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0.0,0.4791621438807832,0.3080594822838251,0.0949139338569169,4.0
22,22,25,"Moltrasio, Lombarofa, Italie",empty,Chambre privée dans : logement ⸱ Chez Linda,24 juin 2022 - 26 juin 2022,1.0,68.0,1.0,1.0,1.0,moltrasio,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0.0,0.7516125727642122,0.599921558155447,0.6382474176329473,2.0
23,23,26,"Côme, Lombarofa, Italie","Emplacement4,7",Logement entier : appartement ⸱ Chez Adriano & Andrea,24 juin 2022 - 26 juin 2022,1.0,80.0,4.0,2.0,1.0,côme,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0.0,0.8659905893408593,0.6803338171262701,0.8659905893408593,4.0
24,24,28,"Lezzeno, Lombarofa, Italie","Emplacement4,8",Logement entier : appartement ⸱ Chez Ilaria,17 juin 2022 - 19 juin 2022,2.0,111.0,4.0,2.0,1.0,lezzeno,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0.506530001165745,0.3577657426106119,0.2296803591609717,4.0
25,25,29,"Santa Maria Rezzonico, Lombarofa, Italie","Emplacement4,6",Logement entier : appartement ⸱ Chez Guido Carlo,24 juin 2022 - 26 juin 2022,1.0,88.0,4.0,2.0,1.0,santa maria rezzonico,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0.1700380646967215,0.0502662015788508,-0.3335418875705815,4.0
26,26,30,"Menaggio, Lombarofa, Italie","Emplacement4,6",Chambre privée dans : chambre d'hôtes ⸱ Chez Bice Maddalena,24 juin 2022 - 26 juin 2022,3.0,50.0,4.0,3.0,2.0,menaggio,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0.0,-0.1314707553895404,-0.2161128449911274,-0.5527118055088721,1.0
27,27,31,"Lierna, Lombarofa, Italie","Emplacement4,5",Logement entier : appartement ⸱ Chez Maurizia,10 juin 2022 - 12 juin 2022,1.0,75.0,3.0,1.0,1.0,lierna,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0.0,0.1281157411696357,0.0037268221039105,-0.4220035905726078,4.0
28,28,32,"Perledo, Lombarofa, Italie","Emplacement4,8",Logement entier : appartement en résidence ⸱ Chez Alina,10 juin 2022 - 12 juin 2022,1.0,205.0,2.0,1.0,1.0,perledo,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0.0,-0.037922890743022,-0.2815730808570904,-0.7216937737979147,4.0
29,29,33,"Lenno, Lombarofa, Italie",empty,Logement entier : appartement ⸱ Chez Veaceslav,17 juin 2022 - 19 juin 2022,1.0,95.0,2.0,1.0,1.0,lenno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.633889004842842,0.4206443914081145,0.3045333962509565,4.0
30,30,34,"Gravedona ed Uniti, Italie",empty,Logement entier : appartement ⸱ Chez Cinzia & Marco,3 juin 2022 - 5 juin 2022,1.0,45.0,1.0,1.0,1.0,gravedona,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0.0,0.3652264875437923,0.3001652285661834,-0.2576852069669477,4.0
31,31,35,"Plesio, Lombarofa, Italie","Emplacement4,5",Logement entier : villa ⸱ Chez Stefania,17 juin 2022 - 19 juin 2022,2.0,58.0,7.0,4.0,1.0,plesio,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0.0,-0.3132673043083482,-0.4876537543601975,-0.8586133663608543,6.0
32,32,37,"Domaso, Lombarofa, Italie","Emplacement4,9",Chambre dans auberge de jeunesse ⸱ Chez Fabio,17 juin 2022 - 19 juin 2022,1.0,28.0,1.0,6.0,1.0,domaso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.272667673488249,0.209454745731595,-0.3717237346263095,0.0
33,33,38,"Vercana, Lombarofa, Italie","Emplacement4,8",Logement entier : appartement ⸱ Chez Alessandra,10 juin 2022 - 12 juin 2022,1.0,80.0,6.0,4.0,1.0,vercana,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0.0,0.074935542787435,-0.2522718927850195,-0.6100286576898919,4.0
34,34,39,"Bellano, Lombarofa, Italie","Emplacement4,7",Logement entier : logement ⸱ Chez Giacomo,17 juin 2022 - 19 juin 2022,2.0,230.0,4.0,3.0,2.0,bellano,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0.0,0.2576900423520566,0.0476592619790708,-0.4177276187457954,5.0
35,35,40,"Plesio, Lombarofa, Italie","Emplacement4,7",Logement entier : appartement en résidence ⸱ Chez Silvana,10 juin 2022 - 12 juin 2022,1.0,85.0,2.0,1.0,1.0,plesio,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,-0.3132673043083482,-0.4876537543601975,-0.8586133663608543,4.0
36,36,42,"Moltrasio, Lombarofa, Italie",empty,Chambre privée dans : logement ⸱ Chez Linda,17 juin 2022 - 19 juin 2022,1.0,68.0,1.0,1.0,1.0,moltrasio,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0.0,0.7516125727642122,0.599921558155447,0.6382474176329473,2.0
37,37,44,"Lezzeno, Como, Italie","Emplacement4,8",Logement entier : logement ⸱ Chez Barbara E Alan,17 juin 2022 - 19 juin 2022,2.0,95.0,4.0,3.0,1.0,lezzeno,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0.0,0.506530001165745,0.3577657426106119,0.2296803591609717,5.0
38,38,45,"Lierna, Lombarofa, Italie","Emplacement4,8",Logement entier : appartement ⸱ Chez Bookiply,24 juin 2022 - 26 juin 2022,1.0,148.0,4.0,2.0,1.0,lierna,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0.0,0.1281157411696357,0.0037268221039105,-0.4220035905726078,4.0
39,39,48,"Lecco, Lombarofa, Italie","Emplacement4,7",Chambre privée dans : chambre d'hôtes ⸱ Chez Pino,24 juin 2022 - 26 juin 2022,1.0,30.0,2.0,1.0,1.0,lecco,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0.0,0.115775007137566,0.0466495318523949,-0.2529600763946535,1.0
40,40,49,"Torno, Lombarofa, Italie",empty,Logement entier : villa ⸱ Chez Marcella Velda,24 juin 2022 - 26 juin 2022,2.0,422.0,3.0,2.0,2.0,torno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.3291296147249567,0.8769506150174399,1.2253109989731668,6.0
41,41,53,"Bellano, Lombarofa, Italie",empty,Logement entier : logement de vacances ⸱ Chez Claudia,24 juin 2022 - 26 juin 2022,0.0,80.0,2.0,1.0,1.0,bellano,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0.0,0.2576900423520566,0.0476592619790708,-0.4177276187457954,5.0
42,42,55,"Codogna-cardano, Lombarofa, Italie","Emplacement4,7",Logement entier : appartement ⸱ Chez Daniele,24 juin 2022 - 26 juin 2022,2.0,50.0,6.0,3.0,1.0,codogna-cardano,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0.0994409662136549,0.0718744262897005,-0.3671461459581827,4.0
43,43,57,"Valbrona, Lombarofa, Italie","Emplacement4,5",Logement entier : logement ⸱ Chez Silvana,10 juin 2022 - 12 juin 2022,1.0,42.0,2.0,1.0,1.0,valbrona,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0.0,0.14637959570308,-0.0190196438406461,-0.1495631250606431,5.0
44,44,60,"Ossuccio, Lombarofa, Italie","Emplacement4,8",Chambre privée dans : maison d'hôtes ⸱ Chez Liz,17 juin 2022 - 19 juin 2022,1.0,60.0,2.0,1.0,1.0,ossuccio,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.5827003527249442,0.3796585276298872,0.27005118804714,1.0
45,45,62,"Garzeno, Lombarofa, Italie","Emplacement4,3",Logement entier : appartement ⸱ Chez Deborah,10 juin 2022 - 12 juin 2022,1.0,50.0,2.0,1.0,1.0,garzeno,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,-0.528602900679272,-0.528602900679272,-1.1956673398200834,4.0
46,46,63,"Dongo, Lombarofa, Italie","Emplacement4,8",Logement entier : appartement ⸱ Chez Bookiply,10 juin 2022 - 12 juin 2022,1.0,163.0,2.0,1.0,1.0,dongo,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.0,-0.090603529855506,-0.2914907288415643,-0.6705557971586087,4.0
47,47,64,"Dongo, Lombarofa, Italie","Emplacement4,4",Logement entier : appartement ⸱ Chez Antonio,24 juin 2022 - 26 juin 2022,1.0,75.0,3.0,1.0,1.0,dongo,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.0,-0.090603529855506,-0.2914907288415643,-0.6705557971586087,4.0
48,48,65,"Brienno, Lombarofa, Italie","Emplacement4,7",Logement entier : appartement ⸱ Chez Elisa Andrea,17 juin 2022 - 19 juin 2022,1.0,70.0,2.0,1.0,1.0,brienno,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0.694772788034854,0.0267119515329529,0.4907155087985771,4.0
49,49,66,"Perledo, Lombarofa, Italie",empty,Logement entier : appartement en résidence ⸱ Chez Luisa,24 juin 2022 - 26 juin 2022,1.0,161.0,2.0,1.0,1.0,perledo,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0.0,-0.037922890743022,-0.2815730808570904,-0.7216937737979147,4.0
50,50,67,"Côme, Lombarofa, Italie","Emplacement5,0",Chambre dans auberge de jeunesse ⸱ Chez Ostello Bello Lake Como,24 juin 2022 - 26 juin 2022,1.0,82.0,1.0,1.0,1.0,côme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8659905893408593,0.6803338171262701,0.8659905893408593,0.0
51,51,68,"Lierna, Lombarofa, Italie","Emplacement4,9",Logement entier : appartement en résidence ⸱ Chez Enrico,24 juin 2022 - 26 juin 2022,1.0,80.0,4.0,3.0,1.0,lierna,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.0,0.1281157411696357,0.0037268221039105,-0.4220035905726078,4.0
52,52,70,"Nesso, Lombarofa, Italie","Emplacement5,0",Logement entier : cottage ⸱ Chez Cinzia,17 juin 2022 - 19 juin 2022,1.0,240.0,2.0,2.0,1.0,nesso,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0.0,0.2988993276815751,0.1578016255820545,0.0685890651517421,5.0
53,53,71,"Perledo, Lombarofa, Italie",empty,Logement entier : appartement en résidence ⸱ Chez Alessandro,3 juin 2022 - 5 juin 2022,1.0,95.0,4.0,3.0,1.0,perledo,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0.0,-0.037922890743022,-0.2815730808570904,-0.7216937737979147,4.0
54,54,73,"Domaso, Italie","Emplacement4,7",Logement entier : appartement ⸱ Chez Residence Domaso,17 juin 2022 - 19 juin 2022,4.0,286.0,8.0,5.0,3.0,domaso,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0.272667673488249,0.209454745731595,-0.3717237346263095,4.0
55,55,74,"Blevio, Lombarofa, Italie","Emplacement4,9",Logement entier : appartement ⸱ Chez Marzia,24 juin 2022 - 26 juin 2022,1.0,150.0,2.0,4.0,1.0,blevio,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0.0,0.5398034801943268,0.2075663000484014,0.4693977522706991,4.0
56,56,75,"Bellagio, Lombarofa, Italie","Emplacement4,5",Logement entier : appartement ⸱ Chez Carla,17 juin 2022 - 19 juin 2022,1.0,65.0,2.0,1.0,1.0,bellagio,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0.0,0.4513691254955156,0.2044622512122155,0.011034996617234,4.0
57,57,77,"Vassena, Lombarofa, Italie","Emplacement4,9",Tiny house ⸱ Chez Maria Pia,17 juin 2022 - 19 juin 2022,1.0,110.0,2.0,1.0,1.0,vassena,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0.0,0.7859707486568936,0.5893611162107593,0.3945626340984211,5.0
58,58,79,"Perledo, Lombarofa, Italie","Emplacement4,7",Chambre dans chambre d'hôtes ⸱ Chez Chiara,24 juin 2022 - 26 juin 2022,1.0,150.0,2.0,1.0,1.0,perledo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.037922890743022,-0.2815730808570904,-0.7216937737979147,1.0
59,59,80,"Moltrasio, Lombarofa, Italie","Emplacement4,9",Logement entier : appartement ⸱ Chez Giusy,24 juin 2022 - 26 juin 2022,1.0,78.0,2.0,1.0,1.0,moltrasio,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0.0,0.7516125727642122,0.599921558155447,0.6382474176329473,4.0
60,60,81,"Lecco, Lombarofa, Italie",empty,Logement entier : appartement en résidence ⸱ Chez Claudia,24 juin 2022 - 26 juin 2022,1.0,60.0,4.0,2.0,1.0,lecco,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0.0,0.115775007137566,0.0466495318523949,-0.2529600763946535,4.0
61,61,83,"Perledo, Lombarofa, Italie","Emplacement4,7",Logement entier : loft ⸱ Chez Carlo,17 juin 2022 - 19 juin 2022,1.0,70.0,4.0,2.0,1.0,perledo,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.0,-0.037922890743022,-0.2815730808570904,-0.7216937737979147,6.0
62,62,84,"Perledo, Lombarofa, Italie","Emplacement4,9",Logement entier : appartement ⸱ Chez Edoardo & Veronica,17 juin 2022 - 19 juin 2022,2.0,210.0,4.0,3.0,1.0,perledo,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0.0,-0.037922890743022,-0.2815730808570904,-0.7216937737979147,4.0
63,63,85,"Colico Piano, Lombarofa, Italie",empty,Chambre privée dans : chambre d'hôtes ⸱ Chez Adele,17 juin 2022 - 19 juin 2022,1.0,90.0,2.0,1.0,1.0,colico piano,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0.0,0.0137144683542285,-0.1143748852579388,-0.792968109211404,1.0
64,64,86,"Gera Lario, Lombarofa, Italie","Emplacement5,0",Logement entier : appartement ⸱ Chez Edoardo,24 juin 2022 - 26 juin 2022,0.0,40.0,2.0,1.0,1.0,gera lario,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,-0.2765804049325568,-0.2898883897234313,-1.2061746770089292,4.0
65,65,88,"Nesso, Lombarofa, Italie",empty,Chambre privée dans : appartement en résidence ⸱ Chez Arianna,24 juin 2022 - 26 juin 2022,1.0,60.0,2.0,2.0,1.0,nesso,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.2988993276815751,0.1578016255820545,0.0685890651517421,1.0
66,66,89,"Côme, Lombarofa, Italie","Emplacement4,5",Chambre privée dans : appartement en résidence ⸱ Chez Concetta,17 juin 2022 - 19 juin 2022,1.0,45.0,2.0,1.0,1.0,côme,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8659905893408593,0.6803338171262701,0.8659905893408593,1.0
67,67,90,"Zelbio, Lombarofa, Italie","Emplacement4,6",Chambre privée dans : appartement ⸱ Chez Renée,10 juin 2022 - 12 juin 2022,1.0,38.0,2.0,1.0,1.0,zelbio,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
68,68,92,"Domaso, Lombarofa, Italie","Emplacement5,0",Logement entier : appartement ⸱ Chez Emilio,24 juin 2022 - 26 juin 2022,1.0,60.0,2.0,1.0,1.0,domaso,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0.0,0.272667673488249,0.209454745731595,-0.3717237346263095,4.0
69,69,93,"Bellano, Lombarofa, Italie","Emplacement5,0",Logement entier : logement ⸱ Chez Kelly June,24 juin 2022 - 26 juin 2022,3.0,330.0,5.0,4.0,2.0,bellano,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0.0,0.2576900423520566,0.0476592619790708,-0.4177276187457954,5.0
